selling_price,km_driven,fuel,transmission,owner,mileage,engine,torque,seats,max_power_hp,car_age,predicted_price,Make,Model
429000,49102,3.0,0,2,18.88,999,170.0,5.0,123.37,11,346450.10400000005,7,47
150000,60000,3.0,0,3,17.92,1086,96.1,5.0,62.1,14,111386.55,9,113
170000,90000,2.0,0,1,25.44,936,150.0,5.0,57.6,12,126697.13760000003,3,21
335000,33033,3.0,0,1,19.4,1198,109.0,5.0,86.8,10,335000.0,8,24
360000,81000,2.0,0,2,19.01,1461,248.0,5.0,108.45,11,255176.46000000002,21,41
570000,80000,2.0,0,1,25.4,1186,190.25,5.0,73.97,6,537800.4720000001,9,140
350000,105000,2.0,0,2,19.01,1461,248.0,5.0,108.45,12,248088.225,21,41
700000,227000,3.0,0,1,17.5,1373,130.0,7.0,91.1,7,669146.9400000001,17,53
375000,100000,2.0,0,2,19.01,1461,248.0,5.0,108.45,12,265808.8125,21,41
450000,60000,,0,1,21.94,1196,85.0,5.0,61.7,5,450000.0,17,48
325000,70000,2.0,0,3,21.9,1396,219.6,5.0,88.76,11,250113.43500000003,9,148
260000,120000,2.0,0,3,20.54,1598,250.0,5.0,103.6,13,172805.64599999998,25,129
130000,80000,3.0,0,3,19.7,796,62.0,5.0,46.3,15,80738.37200000002,17,10
150000,120000,2.0,0,4,11.57,2179,320.0,7.0,138.1,16,86122.05525,23,89
220000,40000,3.0,0,1,17.92,1086,96.1,5.0,62.1,10,220000.0,9,113
275000,53000,3.0,0,1,20.36,1197,111.7,5.0,78.9,10,275000.0,9,147
570000,30000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,570000.0,9,148
330000,100000,2.0,0,3,20.54,1598,250.0,5.0,103.6,11,219330.24299999996,25,129
1576000,70000,2.0,0,1,13.68,2393,343.0,7.0,147.8,6,1170989.7645600003,24,74
450000,98000,2.0,0,4,20.77,1248,200.0,7.0,88.8,12,344488.221,17,53
250000,60000,3.0,0,1,21.1,814,74.5,5.0,55.2,10,228428.64,9,44
165000,80000,3.0,0,3,20.36,1197,111.8,5.0,78.9,14,147030.246,9,147
680000,8576,3.0,0,1,18.7,1199,110.0,5.0,88.7,6,680000.0,8,75
825000,21446,3.0,0,1,16.8,1497,146.0,5.0,116.3,8,825000.0,8,32
750000,52289,2.0,0,1,25.1,1248,200.0,5.0,88.5,7,707632.2000000001,17,108
490000,33928,3.0,0,1,23.84,1199,113.0,5.0,84.48,5,490000.0,23,126
475000,2118,3.0,0,1,19.4,1198,109.0,5.0,86.8,8,475000.0,8,24
350000,58544,3.0,0,2,17.4,1497,145.0,5.0,117.3,14,287260.05,8,32
400000,74381,3.0,0,1,21.79,998,90.0,5.0,67.05,8,365485.8240000001,17,135
850000,63982,2.0,0,1,22.7,1498,204.0,5.0,89.84,7,801983.1600000003,7,47
175000,65000,3.0,0,2,18.9,998,90.0,5.0,67.1,16,120126.93000000001,17,135
570000,74000,2.0,0,1,15.96,2523,195.0,7.0,62.1,10,470575.41300000006,16,22
525000,56429,2.0,0,2,19.01,1461,248.0,5.0,108.45,11,372132.3375,21,41
270000,56000,3.0,0,1,20.36,1197,111.7,5.0,78.9,12,270000.0,9,147
434999,19500,3.0,0,1,20.3,1086,99.07,5.0,68.07,5,434999.0,9,113
495000,30000,3.0,0,1,18.6,1197,114.7,5.0,81.83,9,495000.0,9,148
575000,53000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,542518.02,9,148
600000,5000,3.0,0,1,20.14,1197,113.75,5.0,81.86,7,600000.0,9,140
700000,25000,3.0,0,1,17.01,1591,154.9,5.0,121.4,9,611534.0,9,132
560000,72000,2.0,0,1,26.0,1498,200.0,5.0,98.6,10,528365.3760000002,8,32
409999,29000,3.0,0,2,15.0,1598,153.0,5.0,103.5,11,341902.26609000005,22,103
495000,56832,2.0,0,1,19.87,1461,200.0,5.0,83.14,8,389197.7100000001,20,125
470000,30528,3.0,0,1,18.6,1197,114.73,5.0,81.86,10,470000.0,9,50
350000,65285,2.0,0,1,24.7,1498,200.0,5.0,98.63,11,311882.34,8,11
1560000,20102,2.0,0,1,13.68,2393,343.0,8.0,147.51,4,1560000.0,24,74
480000,43000,3.0,0,1,18.7,1199,110.0,5.0,88.7,9,480000.0,8,75
270000,52380,2.0,0,1,23.59,1364,170.0,5.0,67.04,11,240594.94800000003,24,54
660000,74250,2.0,0,1,21.0,1498,210.0,7.0,74.96,6,653852.1528,16,22
490000,57247,3.0,1,1,20.89,1197,113.0,5.0,81.8,7,490000.0,17,71
800000,52000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,754807.6800000002,17,133
350000,47000,3.0,0,2,16.95,1498,134.0,5.0,97.7,13,337953.0,20,120
400000,100000,2.0,0,1,19.3,1248,190.0,5.0,73.9,12,297030.8,17,122
250000,110000,3.0,0,1,16.95,1498,134.0,5.0,97.7,13,214956.50000000006,20,120
190000,178000,2.0,0,2,20.4,1248,209.0,5.0,91.7,14,161611.75800000003,5,81
125000,120000,3.0,0,3,19.7,796,62.0,5.0,46.3,14,77633.05000000002,17,10
1300000,120000,2.0,1,1,12.8,1968,350.0,5.0,167.6,13,868815.0900000001,1,101
335000,30000,3.0,0,1,20.51,998,90.0,5.0,67.04,9,335000.0,17,135
229999,70000,2.0,0,4,22.07,1199,180.0,5.0,73.9,12,167686.6589244,25,97
731000,40000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,731000.0,9,148
395000,120000,2.0,0,1,22.32,1582,259.8,5.0,126.32,12,303984.021,9,132
220000,50000,3.0,0,3,21.1,814,74.5,5.0,55.2,10,192895.29600000003,9,44
240000,100000,2.0,0,1,20.0,1399,160.0,5.0,68.1,11,178218.48000000004,7,57
191000,90000,3.0,0,1,19.0,998,90.0,5.0,67.1,12,137353.29520000002,17,145
250000,20000,3.0,1,1,21.9,624,51.0,4.0,37.48,9,250000.0,23,88
300000,120000,3.0,0,3,17.6,1496,132.0,5.0,88.7,13,222773.1,24,54
850000,10000,2.0,0,1,22.54,1396,224.0,5.0,88.76,5,850000.0,9,50
770000,65000,2.0,0,2,25.5,1498,200.0,5.0,98.6,7,693479.5560000001,8,134
250000,90000,3.0,0,1,20.92,998,90.0,5.0,67.1,12,215738.16,17,10
651000,42323,2.0,0,1,21.19,1396,219.66,5.0,88.76,8,651000.0,9,148
480000,42462,3.0,0,1,16.8,1497,146.0,5.0,116.3,11,480000.0,8,32
500000,30000,2.0,0,1,27.3,1498,200.0,5.0,98.6,8,500000.0,8,75
690000,32000,2.0,0,1,25.1,1248,200.0,5.0,88.5,8,690000.0,17,108
480000,20375,3.0,0,1,20.89,1197,113.0,5.0,81.8,6,480000.0,17,71
770000,50000,2.0,0,1,24.3,1248,200.0,5.0,88.5,6,770000.0,17,133
445000,40200,2.0,0,1,21.0,1498,210.0,7.0,74.96,9,445000.0,16,22
700000,30000,3.0,0,1,18.6,1197,114.7,5.0,81.83,6,700000.0,9,148
560000,90000,2.0,0,1,20.77,1248,200.0,7.0,88.8,10,554783.6448000002,17,53
475000,48000,2.0,0,2,21.7,1498,215.0,5.0,98.96,11,475000.0,7,47
465000,27233,2.0,0,1,27.4,1498,200.0,5.0,98.63,10,465000.0,8,11
700000,35000,3.0,0,1,16.02,1373,130.0,7.0,93.7,9,700000.0,17,53
780000,40000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,780000.0,17,133
229999,50000,3.0,0,2,19.81,1086,99.04,5.0,68.05,15,222082.43442000006,9,147
560000,25000,3.0,0,1,16.02,1373,130.0,7.0,93.7,10,560000.0,17,53
830000,120000,2.0,0,1,15.1,2179,360.0,7.0,152.87,4,830000.0,16,139
250000,60000,2.0,0,2,21.1,1248,113.0,5.0,73.9,13,212647.05000000002,17,105
300000,120000,2.0,0,2,11.57,2179,320.0,7.0,138.1,16,200951.46225,23,89
475000,120000,2.0,0,1,23.59,1364,170.0,5.0,67.05,9,448167.06000000006,24,54
775000,80000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,731219.9400000002,17,133
700000,50000,2.0,0,1,20.77,1248,200.0,7.0,88.76,9,700000.0,17,53
869999,70000,2.0,0,1,21.5,1497,260.0,5.0,108.5,7,820852.4084904001,23,90
155000,110000,2.0,0,4,14.9,1991,25.0,5.0,112.2,18,73197.53325,9,49
550000,30000,3.0,1,1,23.84,1199,114.0,5.0,83.83,5,550000.0,23,126
430000,110000,2.0,0,2,19.3,1248,190.0,5.0,73.9,12,304794.10500000004,17,122
565000,70000,3.0,0,2,18.6,1197,114.7,5.0,81.83,10,490997.43000000005,9,148
850000,60000,2.0,0,1,22.54,1396,224.0,5.0,88.76,6,801983.1600000003,9,50
160000,90000,3.0,0,1,19.7,796,62.0,5.0,46.3,18,115060.352,17,10
310000,50000,3.0,0,1,19.81,1086,99.04,5.0,68.05,9,310000.0,9,147
250000,90000,2.0,0,3,25.8,1498,200.0,5.0,98.6,11,192394.95,8,11
330000,150000,3.0,1,2,15.0,1396,136.3,5.0,98.6,11,313610.22000000003,9,148
405000,68000,3.0,0,2,20.4,1197,113.0,5.0,81.8,9,405000.0,17,122
400000,90000,2.0,0,2,15.96,2523,195.0,7.0,62.1,11,297705.87,16,22
409999,110000,3.0,1,3,15.6,1497,146.0,5.0,116.3,14,352527.80017400003,8,32
500000,70000,2.0,0,2,15.96,2523,195.0,7.0,62.1,11,372132.3375000001,16,22
135000,100000,3.0,0,2,19.81,1086,99.04,5.0,68.05,17,110800.30500000002,9,147
70000,70000,3.0,0,2,18.9,998,90.0,5.0,67.1,20,48050.772000000004,17,135
650000,35500,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,650000.0,17,122
400000,17500,3.0,0,1,20.51,998,90.0,5.0,67.04,6,400000.0,17,135
350000,27000,3.0,0,1,23.95,998,90.0,5.0,67.05,7,350000.0,17,10
550000,60000,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,518930.2800000001,9,66
350000,25000,3.0,0,1,20.51,998,90.0,5.0,67.04,8,350000.0,17,135
185000,60000,3.0,0,2,19.7,796,62.0,5.0,46.3,12,126991.326,17,10
550000,38000,2.0,0,1,22.07,1199,180.0,5.0,73.9,11,550000.0,25,97
300000,100000,1.0,0,2,26.2,998,77.0,5.0,58.2,12,204434.1936,17,135
900000,92000,2.0,0,1,21.9,1498,200.0,7.0,98.6,8,891616.5720000003,8,18
550000,180000,2.0,0,3,15.96,2523,195.0,9.0,62.1,12,370360.27875000006,16,22
625000,10000,3.0,0,1,21.4,1197,115.0,5.0,83.1,6,625000.0,17,20
310000,35000,3.0,0,2,24.7,796,69.0,5.0,47.3,7,300418.27200000006,17,10
650000,40000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,650000.0,9,148
300000,50000,3.0,0,2,24.7,796,69.0,5.0,47.3,7,290727.36,17,10
270000,120000,2.0,0,4,19.3,1248,190.0,5.0,73.9,14,164042.01,17,122
280000,28000,3.0,0,2,22.74,796,69.0,5.0,47.3,9,271345.536,17,10
250000,60000,3.0,0,3,17.5,1298,114.0,5.0,85.8,15,185644.25000000006,17,122
495000,80000,2.0,0,2,19.3,1248,190.0,5.0,73.9,12,350867.6325,17,122
700000,4500,3.0,0,1,19.5,1199,110.0,5.0,88.76,5,700000.0,8,11
650000,120000,2.0,0,1,19.87,1461,200.0,5.0,83.8,7,511067.7000000001,21,41
600000,80000,3.0,1,1,19.0,1199,110.0,5.0,88.7,9,600000.0,8,75
150000,150000,2.0,0,4,11.57,2179,320.0,7.0,138.1,15,86122.05525,23,89
550000,83000,3.0,0,1,16.8,1497,146.0,5.0,116.3,12,472904.3000000001,8,32
650000,20000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,650000.0,17,122
2900000,49000,2.0,1,1,12.9,2755,450.0,7.0,174.5,6,2772180.18,24,59
450000,6750,3.0,0,1,18.5,1198,109.0,5.0,86.8,7,450000.0,8,24
650000,26000,3.0,0,1,20.73,1373,130.0,5.0,91.1,9,650000.0,17,31
430000,52000,3.0,0,1,17.0,1197,113.75,5.0,81.86,7,391473.72000000015,9,66
1143000,51000,2.0,1,1,17.01,1582,259.9,5.0,126.2,7,898692.8940000002,9,37
700000,20000,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,700000.0,17,122
229999,18500,3.0,0,1,18.5,1197,114.0,5.0,85.8,13,229999.0,17,105
670000,50478,3.0,0,1,15.85,1499,140.0,5.0,110.4,8,609970.68,7,46
525000,9200,3.0,1,1,23.84,1199,114.0,5.0,83.83,5,525000.0,23,126
515000,40000,2.0,0,1,19.87,1461,200.0,5.0,83.8,8,449914.3000000001,21,41
630000,5000,3.0,0,1,21.01,1197,113.0,5.0,81.8,4,630000.0,17,20
270000,2300,3.0,0,1,22.7,799,72.0,5.0,53.64,5,270000.0,4,104
300000,40000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,300000.0,17,10
90000,100000,3.0,0,4,19.7,796,62.0,5.0,46.3,19,52953.912,17,10
750000,100000,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,743013.81,17,53
740000,15000,3.0,0,1,17.0,1198,170.0,5.0,108.5,6,740000.0,23,90
690000,1303,3.0,0,1,17.8,1198,109.0,5.0,86.7,5,690000.0,8,11
5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
1000000,4295,3.0,0,1,17.1,1496,140.0,5.0,105.5,6,1000000.0,24,143
1000000,5229,3.0,0,1,17.1,1496,140.0,5.0,105.5,6,1000000.0,24,143
550000,4701,3.0,0,1,20.7,1197,113.75,5.0,81.86,5,550000.0,9,66
600000,6757,3.0,0,1,21.01,1197,113.0,5.0,81.8,8,600000.0,17,20
675000,28182,3.0,1,1,14.3,1598,153.0,5.0,103.52,8,614522.7,22,103
950000,11533,3.0,0,1,14.23,1498,142.0,5.0,104.55,5,950000.0,20,78
850000,11688,3.0,0,1,17.8,1497,145.0,5.0,117.3,7,850000.0,8,32
2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
550000,57728,3.0,1,1,14.53,1794,173.0,5.0,138.1,12,425613.87000000005,24,36
925000,23712,2.0,0,1,28.09,1248,200.0,5.0,88.5,6,925000.0,17,31
200000,43381,3.0,0,2,22.74,796,69.0,5.0,47.3,10,193818.24000000005,17,10
635000,79011,3.0,1,1,18.0,1497,145.0,5.0,117.3,10,635000.0,8,32
550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
425000,50000,2.0,0,2,21.79,1248,200.0,5.0,88.73,10,425000.0,17,109
220000,40000,3.0,0,1,18.9,998,90.0,5.0,67.1,13,186127.04000000007,17,135
590000,10000,3.0,0,1,18.9,1197,113.75,5.0,81.86,6,590000.0,9,66
350000,58500,3.0,0,1,18.5,1197,114.0,5.0,85.8,9,318641.4,17,105
575000,20000,3.0,0,1,21.4,1197,115.0,5.0,83.1,6,575000.0,17,20
1575000,30000,2.0,0,1,17.6,2179,400.0,7.0,153.86,6,1444749.075,23,70
600000,63000,2.0,0,1,22.77,1498,205.0,5.0,98.59,9,566105.76,7,46
720000,35000,2.0,0,1,15.96,2523,195.0,7.0,62.1,8,660456.7200000001,16,22
1575000,25000,2.0,0,1,17.6,2179,400.0,7.0,153.86,6,1444749.075,23,70
580000,30000,3.0,1,1,17.36,1197,113.75,5.0,81.86,7,580000.0,9,140
420000,50000,2.0,0,1,15.96,2523,195.0,7.0,62.1,12,385266.42000000004,16,22
650000,56000,3.0,0,1,17.4,1497,145.0,5.0,117.3,10,591762.6,8,32
400000,12700,3.0,0,1,20.51,998,90.0,5.0,67.04,7,400000.0,17,135
700000,35000,2.0,0,1,21.5,1497,260.0,5.0,108.5,6,700000.0,23,90
850000,100000,2.0,0,1,14.1,2179,320.0,7.0,147.94,7,631561.7385000001,23,110
350000,34000,3.0,0,1,25.17,799,72.0,5.0,53.3,7,350000.0,21,77
165000,90000,3.0,0,1,19.81,1086,99.04,5.0,68.05,16,141871.29,9,147
160000,65000,3.0,0,2,17.92,1086,96.1,5.0,62.1,14,131318.88,9,113
285000,40000,3.0,0,1,23.95,998,90.0,5.0,67.05,9,285000.0,17,10
850000,58000,2.0,0,1,19.67,1582,259.9,5.0,126.2,8,577184.85,9,37
700000,19100,3.0,0,1,19.0,1194,120.0,5.0,94.68,6,700000.0,7,60
180000,49455,3.0,0,1,19.7,796,62.0,5.0,46.3,19,152285.76,17,10
220000,100000,3.0,0,1,21.1,814,74.5,5.0,55.2,8,201017.20320000005,9,44
420000,46815,2.0,0,2,22.1,1248,205.0,5.0,76.9,11,420000.0,3,111
250000,80000,3.0,0,1,21.1,814,74.5,5.0,55.2,9,228428.64,9,44
385000,100000,2.0,0,3,20.77,1248,200.0,7.0,88.8,11,311102.63415,17,53
318000,80000,3.0,0,1,20.51,998,90.0,5.0,67.06,10,290561.23008,17,135
480000,40000,3.0,0,1,20.14,1197,113.75,5.0,81.86,6,480000.0,9,140
330000,70000,3.0,0,3,23.1,998,90.0,5.0,67.04,9,260408.64960000003,17,30
250000,40000,3.0,0,1,22.74,796,69.0,5.0,47.3,10,250000.0,17,10
550000,50000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,550000.0,9,148
650000,30000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,650000.0,9,148
495000,175000,2.0,0,1,19.01,1461,248.0,5.0,108.45,10,389197.7100000001,21,41
220000,65000,3.0,1,3,12.6,1586,145.0,5.0,103.3,13,147030.246,17,109
260000,65000,3.0,1,3,12.6,1586,145.0,5.0,103.3,13,173763.01800000004,17,109
150000,90000,3.0,0,1,17.92,1086,96.1,5.0,62.1,15,128973.9,9,113
250000,60000,3.0,1,3,20.0,1339,123.0,5.0,108.5,16,214956.50000000006,8,33
310000,160000,2.0,0,1,14.95,2489,218.0,7.0,93.7,10,230334.28110000005,16,142
560000,20000,3.0,0,1,21.4,1197,115.0,5.0,83.1,6,560000.0,17,20
500000,30000,3.0,0,1,20.85,1197,115.0,5.0,83.14,8,500000.0,17,122
420000,69000,2.0,0,3,22.32,1582,259.8,5.0,126.32,11,279147.582,9,132
434999,25000,3.0,0,2,20.85,1197,115.0,5.0,83.14,9,434999.0,17,122
400000,100000,3.0,1,1,16.9,1197,113.75,5.0,81.86,9,400000.0,9,140
480000,60000,2.0,0,3,20.45,1461,200.0,5.0,83.8,9,391127.616,20,125
675000,5000,3.0,1,1,20.7,1197,113.75,5.0,81.86,4,675000.0,9,66
170000,90000,3.0,0,2,20.36,1197,111.8,5.0,78.9,15,167431.57200000001,9,147
1250000,90000,2.0,0,1,19.67,1582,259.9,5.0,126.2,7,848801.2500000001,9,37
600000,144030,3.0,0,1,12.8,2354,222.0,5.0,177.6,12,464306.0400000001,8,9
819999,200000,2.0,0,1,25.1,1498,200.0,5.0,98.6,10,773676.9284904001,8,32
650000,29000,3.0,0,1,18.6,1197,114.7,5.0,81.83,8,650000.0,9,148
105000,90000,1.0,0,2,17.3,1061,7.8,5.0,57.5,17,71292.72150000001,17,135
220000,90000,3.0,0,1,16.8,796,59.0,8.0,34.2,8,175890.0528000001,17,92
500000,70000,3.0,0,2,15.04,1598,153.0,5.0,103.2,10,375259.50000000006,25,129
210000,90000,2.0,0,4,16.52,1991,305.0,5.0,123.7,16,110189.83499999999,3,94
270000,89000,2.0,0,2,21.1,1248,113.0,5.0,73.9,13,229658.814,17,105
700000,40000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,700000.0,9,148
650000,110000,2.0,0,3,20.77,1248,200.0,7.0,88.76,9,556134.5790000001,17,53
1300000,48000,2.0,0,2,19.67,1582,259.9,5.0,126.2,9,936253.5,9,37
1350000,97000,2.0,1,1,16.96,1968,320.0,5.0,138.03,8,1061448.3,25,76
1000000,60000,2.0,1,1,22.15,1498,250.0,5.0,108.6,8,1000000.0,25,129
1080000,12800,3.0,1,1,17.8,1496,140.0,5.0,105.5,6,1080000.0,24,143
170000,40000,3.0,0,1,21.1,814,74.5,5.0,55.2,12,170000.0,9,44
350000,25000,3.0,0,1,18.5,1197,114.0,5.0,85.8,10,350000.0,17,105
260000,65000,3.0,0,2,22.74,796,69.0,5.0,47.3,8,226767.34080000003,17,10
700000,20000,2.0,0,1,20.4,1248,209.0,5.0,91.7,9,700000.0,5,81
800000,15000,2.0,0,1,23.65,1248,200.0,5.0,88.5,9,800000.0,17,109
400000,120000,2.0,0,2,23.59,1364,170.0,5.0,67.04,10,360249.12000000005,24,54
520000,29000,3.0,0,1,18.6,1197,114.7,5.0,81.83,8,520000.0,9,148
850000,55000,2.0,1,1,19.61,1461,248.0,5.0,108.5,7,773843.4000000003,20,125
830000,35000,2.0,0,1,21.5,1497,260.0,5.0,108.5,7,830000.0,23,90
850000,60000,2.0,0,1,22.77,1498,205.0,5.0,98.59,7,801983.1600000003,7,46
650000,70000,3.0,0,1,20.85,1197,115.0,5.0,83.14,7,650000.0,17,122
525000,20000,3.0,1,1,20.89,1197,113.0,5.0,81.8,5,525000.0,17,71
600000,108000,2.0,0,1,21.19,1396,220.0,5.0,88.73,9,566105.76,9,148
500000,15000,3.0,0,1,21.21,1197,113.0,5.0,81.8,5,500000.0,17,122
150000,77000,3.0,0,1,17.92,1086,96.1,5.0,62.1,15,128973.9,9,113
409999,18500,3.0,0,1,20.51,998,90.0,5.0,67.04,9,409999.0,17,135
290000,15200,3.0,0,1,25.17,799,72.0,5.0,53.3,9,290000.0,21,77
500000,35000,3.0,0,1,17.3,1497,145.0,7.0,117.3,9,500000.0,8,87
475000,80000,2.0,0,1,22.32,1582,259.8,5.0,126.32,13,365550.405,9,132
190000,70000,3.0,0,1,21.1,814,74.5,5.0,55.2,11,163961.00160000005,9,44
525000,120000,2.0,0,2,19.01,1461,248.0,5.0,108.5,10,394022.47500000003,20,125
495000,82000,2.0,0,3,17.3,1998,380.0,5.0,163.7,12,274162.80374999996,3,39
5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
585000,50000,3.0,0,1,17.71,1197,104.0,5.0,78.9,7,585000.0,24,54
500000,70000,2.0,0,1,25.8,1498,200.0,5.0,98.6,7,471754.8000000001,8,11
756000,70000,2.0,0,2,24.52,1248,200.0,7.0,88.5,8,714914.3786400002,17,53
240000,50000,3.0,0,1,22.74,796,69.0,5.0,47.3,10,240000.0,17,10
800000,5000,3.0,0,1,17.19,1197,114.73,5.0,81.86,5,800000.0,9,148
1250000,25000,2.0,0,1,17.6,2179,320.0,7.0,147.94,6,1146626.2500000002,23,70
210000,35000,3.0,0,2,20.92,998,90.0,5.0,67.1,13,203509.15200000003,17,10
110000,80000,3.0,0,2,19.7,796,62.0,5.0,46.3,16,75508.35600000001,17,10
665000,25000,2.0,0,1,21.5,1497,260.0,5.0,108.5,7,665000.0,23,90
555000,52000,2.0,0,1,21.66,1498,250.0,5.0,108.62,7,523647.82800000015,25,12
560000,52000,2.0,0,1,21.66,1498,250.0,5.0,108.62,7,528365.3760000002,25,12
2950000,50000,2.0,1,1,15.04,2755,450.0,7.0,174.5,7,2950000.0,24,59
605000,127000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,570823.3080000001,17,122
720000,30000,3.0,0,1,17.5,1199,110.0,5.0,88.7,7,720000.0,8,134
800000,70000,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,792548.0640000002,17,53
625000,120000,2.0,0,2,10.5,2835,292.0,6.0,116.9,13,418648.87968750007,19,95
300000,120000,3.0,0,1,18.5,1197,113.7,5.0,82.85,12,257947.8,9,148
240000,120000,2.0,0,1,13.93,2179,320.0,7.0,138.1,13,168416.46360000005,23,89
450000,140000,3.0,0,1,16.02,1373,130.0,7.0,93.7,11,406267.78500000015,17,53
160000,100000,3.0,0,4,13.9,1599,14.9,5.0,103.2,16,87489.07200000001,9,132
525000,100000,3.0,0,1,20.14,1197,113.75,5.0,81.86,5,525000.0,9,140
270000,120000,2.0,0,3,18.3,1991,327.0,5.0,147.9,14,149543.3475,3,39
570000,145000,2.0,0,2,23.59,1364,170.0,5.0,67.05,8,513354.99600000004,24,54
590000,90000,3.0,0,1,20.14,1197,113.75,5.0,81.86,5,590000.0,9,140
800000,33000,3.0,0,1,19.4,1194,120.0,5.0,94.93,5,800000.0,7,14
450000,13500,3.0,0,1,18.2,1199,108.5,5.0,82.4,10,450000.0,3,111
645000,20000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,645000.0,9,148
200000,40000,3.0,0,1,21.1,814,74.5,5.0,55.2,11,200000.0,9,44
700000,30000,3.0,0,1,17.4,1497,145.0,5.0,117.3,9,700000.0,8,32
325000,90000,2.0,0,2,23.2,1248,190.0,5.0,73.94,10,292702.41000000003,17,105
350000,50000,3.0,0,2,20.51,998,90.0,5.0,67.04,9,339181.92000000004,17,135
440000,80000,2.0,0,3,22.32,1582,259.9,5.0,126.3,13,292440.324,9,132
350000,50000,3.0,0,4,16.47,1198,110.0,5.0,73.9,11,289674.0,25,97
310000,90000,2.0,0,2,20.0,1399,160.0,5.0,68.1,11,219735.28500000003,7,57
685000,30000,3.0,1,1,19.12,1373,130.0,5.0,91.1,9,685000.0,17,31
560000,132000,2.0,0,2,19.72,1461,245.0,5.0,108.45,10,420290.64,21,41
380000,80000,3.0,0,2,16.2,1599,14.9,5.0,103.2,13,269352.93,9,132
550000,5000,3.0,0,1,22.0,1197,113.0,5.0,81.8,6,550000.0,17,122
749000,25000,3.0,0,1,17.01,1591,154.9,5.0,121.3,8,654341.38,9,132
899000,80000,2.0,0,2,19.67,1582,259.9,5.0,126.2,9,582709.7744999999,9,37
290000,88000,2.0,0,3,16.52,1991,305.0,5.0,123.7,13,160620.63249999998,3,94
869999,217000,2.0,0,2,12.99,2494,200.0,7.0,100.6,10,617038.4866095452,24,74
500000,43000,3.0,0,1,20.85,1197,115.0,5.0,83.14,7,500000.0,17,122
400000,77000,2.0,1,2,21.66,1498,250.0,5.0,103.6,10,400000.0,22,103
260000,30000,3.0,0,1,25.17,799,72.0,5.0,53.3,8,260000.0,21,77
220000,40000,3.0,0,2,22.74,796,69.0,5.0,47.3,9,213200.06400000004,17,10
190000,139000,2.0,0,2,18.2,1248,172.5,8.0,73.8,10,149728.54050000003,3,52
170000,76000,2.0,0,2,25.44,936,142.5,5.0,56.3,10,128052.18720000001,3,21
650000,3500,3.0,0,1,18.6,1197,117.0,5.0,81.86,5,650000.0,9,50
125000,40000,3.0,0,2,16.2,995,90.3,5.0,62.1,12,100947.00000000001,3,118
170000,70000,3.0,0,3,19.7,796,62.0,5.0,46.3,13,105580.948,17,10
310000,77000,2.0,0,2,19.3,1248,190.0,5.0,73.9,12,219735.28500000003,17,122
465000,20000,3.0,0,1,20.51,998,90.0,5.0,67.04,8,465000.0,17,135
800000,120005,2.0,1,2,11.0,2987,46.5,5.0,198.5,19,590934.9600000001,18,43
